Time,Trial 1,Trial 2,Trial 3
5,5.988,4.989,5.704
10,6.529,5.606,6.03
15,6.956,6.088,6.589
20,7.499,6.598,6.952
25,7.909,7.008,7.423
30,8.383,7.488,7.888
35,8.856,7.993,8.389
40,9.289,8.989,8.788
45,,9.429,9.283
50,,,9.686
55,,,9.882
