Time,Trial 1,Trial 2,Trial 3
5,5.189,5.319,5.203
10,5.584,5.699,5.559
15,5.988,6.088,5.928
20,6.369,6.476,6.182
25,6.738,6.868,6.582
30,7.195,7.294,6.932
35,7.596,7.678,7.388
40,7.923,8.074,7.689
45,8.288,8.386,8.082
50,8.686,,
