Time,Trial 1,Trial 2,Trial 3
5,4.288,4.598,5.588
10,4.539,4.963,5.853
15,4.888,5.288,6.166
20,5.229,5.629,6.463
25,5.588,5.958,6.808
30,5.889,6.288,7.123
35,6.298,6.628,7.498
40,6.588,6.998,7.783
45,6.996,7.285,8.084
50,7.288,7.606,8.428
55,7.685,7.909,8.793
60,7.998,,9.044
65,8.288,,
