Time,Trial 1,Trial 2,Trial 3
5,5.957,5.588,5.458
10,6.228,5.868,5.7
15,6.488,6.128,5.95
20,6.798,6.389,6.209
25,6.988,6.658,6.468
30,7.282,6.929,6.703
35,7.538,7.199,6.958
40,7.797,7.468,7.209
45,8.05,7.738,7.459
50,8.328,8.088,7.708
55,8.589,8.27,7.968
60,8.898,8.598,8.204
65,,,8.459
