Time,Trial 1,Trial 2,Trial 3
545,20.651,22.396,22.714
550,20.8,22.55,22.874
555,20.943,22.703,23.034
560,21.086,22.855,23.197
565,21.226,23.004,23.341
570,21.364,23.152,23.504
575,21.511,23.315,23.654
580,21.655,23.466,23.822
585,21.802,23.613,23.974
590,21.946,23.766,24.132
595,22.09,23.913,24.295
600,22.234,24.064,24.447
605,22.376,24.217,24.504
610,22.52,24.366,24.756
615,22.651,24.511,24.912
620,22.803,24.661,25.066
625,22.944,24.812,25.213
630,23.081,24.957,25.377
635,23.222,25.105,25.523
640,23.352,25.253,25.674
645,23.496,25.402,25.84
650,23.634,25.55,25.994
655,23.773,25.698,26.147
660,23.91,25.845,26.298
665,24.045,25.993,26.447
670,24.187,26.142,26.607
675,24.318,26.284,26.757
680,24.456,26.431,26.911
685,24.592,26.578,27.055
690,24.725,26.725,27.213
695,24.86,26.87,27.366
700,24.994,27.015,27.513
705,25.126,27.16,37.672
710,25.258,27.305,27.82
715,25.388,27.45,27.972
720,25.524,27.595,28.126
725,25.655,27.734,28.272
730,25.782,27.873,28.424
735,25.908,28.025,28.577
740,26.043,28.163,28.723
745,26.172,28.312,28.874
750,26.302,28.454,29.014
755,26.431,28.597,29.174
760,26.559,28.738,29.325
765,26.682,28.885,29.475
770,26.808,29.023,29.613
775,26.933,29.165,29.763
780,27.05,29.307,29.913
785,27.18,29.45,30.15
790,27.305,29.592,30.217
795,27.425,29.733,30.354
800,27.548,29.873,30.402
805,27.672,30.01,30.646
810,27.796,30.154,30.793
815,27.916,30.292,30.942
820,28.033,30.431,31.083
825,28.161,30.57,31.231
830,28.274,30.711,31.373
835,28.39,30.85,31.512
840,28.509,30.984,31.656
845,28.624,31.127,31.799
850,28.741,31.266,31.944
855,28.855,31.404,32.093
860,28.975,31.536,32.235
865,29.092,31.675,32.373
870,29.206,31.812,32.513
875,29.324,31.949,32.652
880,29.44,32.077,32.807
885,29.554,32.213,32.945
890,29.669,32.347,33.092
895,29.785,32.483,33.237
900,29.901,32.618,33.372
905,30.016,32.754,33.513
910,30.124,32.884,33.651
915,30.238,33.023,33.793
920,30.35,33.154,33.935
925,30.458,33.284,34.073
930,30.573,33.417,34.215
935,30.68,33.545,34.341
940,30.794,33.677,34.491
945,30.9,33.814,34.636
950,31.012,33.942,34.766
955,31.116,34.074,34.907
960,31.221,34.204,35.044
965,31.33,34.336,35.192
970,31.433,34.462,35.332
975,31.535,34.595,35.474
980,31.644,34.724,35.612
985,31.746,34.853,35.753
990,31.847,34.983,35.892
995,31.955,35.109,
1000,32.057,35.242,
1005,32.154,35.372,
1010,32.265,35.504,
1015,32.365,35.633,
1020,32.47,,
1025,32.569,,
1030,32.678,,
1035,32.787,,
1040,32.9,,
1045,33.027,,
1050,33.154,,
1055,33.285,,
1060,33.414,,
1065,33.537,,
1070,33.668,,
1075,33.795,,
1080,33.923,,
1085,34.05,,
1090,34.173,,
1095,34.3,,
1100,34.426,,
1105,34.552,,
1110,34.678,,
1115,34.804,,
1120,34.925,,
1125,35.046,,
1130,35.12,,
