Time,Trial 1,Trial 2
5,0.481,0.915
10,0.552,1.031
15,0.652,1.138
20,0.757,1.243
25,0.853,1.345
30,0.953,1.451
35,1.05,1.556
40,1.153,1.662
45,1.251,1.761
50,1.341,1.865
55,1.447,1.971
60,1.544,2.073
65,1.642,2.175
70,1.739,2.274
75,1.837,2.373
80,1.933,2.476
85,2.03,2.576
90,2.127,2.677
95,2.223,2.774
100,2.32,2.874
105,2.416,2.975
110,2.511,3.072
115,2.604,3.171
120,2.701,3.272
125,2.795,3.375
130,2.906,3.475
135,3.002,3.575
140,3.097,3.675
145,3.192,3.777
150,3.283,3.873
155,3.38,3.973
160,3.473,4.072
165,3.569,4.176
170,3.661,4.276
175,3.75,4.375
180,2.853,4.475
185,3.946,4.574
190,4.038,4.677
195,4.138,4.773
200,4.233,4.871
205,4.326,4.965
210,4.421,5.072
215,4.517,5.173
220,4.612,5.273
225,4.704,5.369
230,4.8,5.47
235,4.895,5.569
240,5.001,5.664
245,5.093,5.771
250,5.19,5.87
255,5.282,5.964
260,5.377,6.063
265,5.472,6.162
270,5.563,6.266
275,5.661,6.366
280,5.752,6.464
285,5.844,6.562
290,5.941,6.661
295,6.033,6.759
300,6.127,6.86
305,6.224,6.96
310,6.317,7.056
315,6.412,7.156
320,6.506,7.254
325,6.599,7.354
330,6.695,7.452
335,6.794,7.551
340,6.884,7.648
345,6.982,7.746
350,7.072,7.845
355,7.17,7.941
360,7.262,8.04
365,7.353,8.136
370,7.45,8.235
375,7.542,8.329
380,7.636,8.428
385,7.726,8.527
390,7.82,8.632
395,7.913,8.73
400,8.01,8.824
405,8.102,8.922
410,8.21,9.02
415,8.305,9.119
420,8.402,9.235
425,8.5,9.322
430,8.595,9.427
435,8.691,9.525
440,8.773,9.622
445,8.872,9.721
450,8.972,9.816
455,9.067,9.914
460,9.162,10.011
465,9.253,10.107
470,9.352,10.2
475,9.444,10.293
480,9.536,10.391
485,9.632,10.484
490,9.725,10.574
495,9.824,10.678
500,9.92,10.772
505,10.011,10.869
510,10.104,10.967
515,10.194,11.061
520,10.29,11.154
525,10.374,11.251
530,10.474,11.348
535,10.568,11.44
540,10.658,11.553
545,10.758,11.644
550,10.852,11.74
555,10.946,11.839
560,11.04,11.93
565,11.134,11.029
570,11.224,12.125
575,11.323,12.216
580,11.414,12.316
585,11.508,12.414
590,11.598,12.507
595,11.69,12.6
600,11.787,12.693
605,11.874,12.791
610,11.963,12.883
615,12.055,12.982
620,12.147,13.073
625,12.242,13.172
630,12.331,13.263
635,12.426,13.352
640,12.514,13.451
645,12.616,13.555
650,12.712,13.653
655,12.8,13.75
660,12.896,13.841
665,12.985,13.94
670,13.079,14.03
675,13.167,14.125
680,13.261,14.223
685,13.349,14.315
690,13.444,14.412
695,13.542,14.503
700,13.635,14.601
705,13.723,14.693
710,13.822,14.791
715,13.911,14.881
720,14.004,14.978
725,14.096,15.069
730,14.188,15.161
735,14.276,15.278
740,14.37,15.374
745,14.458,15.465
750,14.552,15.563
755,14.649,15.653
760,14.736,15.751
765,14.827,15.841
770,14.918,15.937
775,14.985,16.029
780,15.032,16.126
785,15.071,16.222
790,15.112,16.32
795,15.134,16.412
800,15.152,16.504
805,15.166,16.57
810,15.176,
815,,
820,,
